hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,name,email,phone-number,credit_card,reservation_status_date
Resort Hotel,0,195,2017,March,10,7,4,7,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,321.0,179.0,0,Transient,83.88,0,0,Check-Out,Matthew Roberts,william82@example.net,621-568-1331,3558109540761326,2024-07-12
Resort Hotel,0,29,2017,June,25,22,2,3,2,0.0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,E,G,0,No Deposit,35.0,179.0,0,Transient-Party,81.81,0,0,Check-Out,Rebecca Roberts,grace27@example.org,790.758.7800,4455794486530272,2024-09-24
City Hotel,0,0,2017,September,37,16,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,16.0,179.0,0,Transient,110.77,1,1,Check-Out,Betty Johnson,bakermark@example.org,665.425.5446x263,4803777636352779,2024-08-06
Resort Hotel,0,91,2017,December,49,4,1,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient-Party,128.46,0,0,Check-Out,Jordan Peters,saracamacho@example.net,+1-724-303-7927x53424,4950291550718438,2024-11-26
City Hotel,0,1,2017,October,41,8,1,4,1,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,95.92,0,2,Check-Out,Alison Walker,darrell17@example.com,493.828.0867,4661194016320,2024-09-29
City Hotel,0,26,2017,November,47,18,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,7.0,179.0,0,Transient,94.82,0,1,Check-Out,William Hansen,lisa56@example.net,(225)832-3858x820,30522420588201,2025-02-09
Resort Hotel,1,155,2017,February,7,10,2,4,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,179.0,0,Transient,169.18,0,2,Canceled,Allison Cowan,petermartinez@example.net,9778223309,4981773239238,2026-02-06
City Hotel,1,154,2017,January,4,25,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,2.0,179.0,0,Transient,123.55,0,0,Canceled,Kevin Wilson,kristenharrison@example.com,(878)318-4331,2710912325392622,2025-07-03
Resort Hotel,1,13,2017,February,7,16,4,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,239.0,179.0,0,Transient,115.7,0,1,No-Show,Daniel Guerrero,kwilliams@example.org,638-431-0755,30490234707591,2025-04-17
Resort Hotel,0,101,2017,March,12,19,2,2,2,1.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,320.0,179.0,0,Transient-Party,63.32,1,1,Check-Out,Michelle King,pgallagher@example.net,001-455-357-2399,060479965539,2025-09-04
City Hotel,1,14,2017,July,28,13,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,99.41,0,1,Check-Out,Cynthia Le,michaelbennett@example.net,840-320-0795x288,4981718813303,2026-03-06
Resort Hotel,0,45,2017,February,8,22,1,0,1,0.0,0,BB,RUS,Online TA,Direct,0,0,0,G,G,2,No Deposit,243.0,179.0,0,Transient,134.77,1,0,Check-Out,Alexis Olsen,danielhuber@example.org,615-626-4436x0511,6011557612659360,2025-12-17
City Hotel,1,32,2017,March,10,5,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,82.0,0,2,Canceled,Tina Melendez,tiffanyriggs@example.net,(209)442-7480x944,6011619126738104,2024-10-05
Resort Hotel,0,31,2017,December,52,30,0,4,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,L,E,0,No Deposit,17.0,179.0,0,Transient,244.18,1,1,Check-Out,Leslie Torres,deleonteresa@example.net,(293)446-0714x667,3523838140829081,2024-08-18
City Hotel,0,92,2017,August,31,5,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,13.0,179.0,0,Transient,83.78,0,0,Check-Out,Kimberly Ramirez,ndowns@example.net,574-525-0481,30290959976128,2024-04-01
Resort Hotel,1,310,2017,July,28,9,2,5,2,0.0,0,FB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,238.0,179.0,0,Transient-Party,64.38,0,2,Canceled,Nancy Flowers,christopher62@example.net,+1-846-635-3050x569,30213319662139,2024-05-15
City Hotel,0,16,2017,June,23,5,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,13.0,179.0,0,Transient,129.22,0,0,Check-Out,Jessica Walsh,nicholas40@example.com,(551)441-1751,6011413096127948,2025-06-14
Resort Hotel,0,0,2017,September,38,22,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,17.0,179.0,0,Transient,1.94,1,0,Check-Out,Heather Hernandez,william72@example.org,001-755-651-8073x171,4736724809756,2024-10-20
City Hotel,0,304,2017,October,44,31,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,179.0,0,Transient,81.27,0,2,Check-Out,Kimberly Smith,caitlin99@example.net,+1-930-490-4611x8558,4388774522593627,2025-11-07
City Hotel,0,66,2017,May,19,9,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,179.0,0,Transient,120.2,0,1,Check-Out,Anthony Rivera,kimberly52@example.org,+1-980-277-5418,2228109903848076,2025-03-28
Resort Hotel,0,17,2017,November,48,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,E,F,0,No Deposit,15.0,76.0,0,Transient-Party,56.2,0,1,Check-Out,David Avila,cherylolson@example.org,3182065266,4258068906404029164,2024-10-28
City Hotel,0,1,2017,November,46,17,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,105.39,0,1,Check-Out,Steven Miller,michaelrichards@example.net,666-371-5561,3542002343512310,2024-12-21
City Hotel,1,18,2017,November,48,29,2,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,23.0,179.0,0,Transient,82.46,0,0,Check-Out,Jeremy Davis,michael55@example.com,001-364-557-4257x1726,4865197015796523820,2024-11-06
City Hotel,0,154,2017,June,25,20,1,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,107.76,0,0,Check-Out,Matthew Jones,ericjohnson@example.com,889-664-4613x907,4349832746595,2024-06-12
City Hotel,1,102,2017,November,48,29,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,24.0,179.0,0,Transient,144.78,0,1,Canceled,Kristen Taylor,ymahoney@example.net,830.971.3815,4712690222008996,2025-01-01
City Hotel,0,13,2017,August,32,5,2,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,B,B,1,No Deposit,13.0,179.0,0,Transient-Party,83.57,0,1,Check-Out,Alex Ramirez,lopezwilliam@example.net,(435)961-9251,3557113475357911,2026-03-06
City Hotel,1,276,2017,April,15,15,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,2.0,179.0,0,Transient-Party,61.93,0,0,Canceled,James Austin,pwest@example.net,5679217076,3529837416416460,2025-10-27
Resort Hotel,0,72,2017,January,2,9,2,2,2,0.0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,247.0,179.0,0,Transient,45.84,0,1,Check-Out,Sarah Phillips,erica37@example.org,217.566.6552,379041277293442,2024-09-14
City Hotel,0,141,2017,December,51,19,1,2,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,179.0,0,Transient,108.47,0,2,Check-Out,Raymond Porter,jfrancis@example.org,001-423-836-1645x80599,4113359516934,2024-11-01
City Hotel,1,298,2017,February,8,21,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,12.0,179.0,0,Transient-Party,131.91,0,0,Canceled,Erica Walter,smithcharles@example.org,630-253-6232x19903,3503133284036006,2024-11-24
City Hotel,1,102,2017,December,51,17,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,179.0,0,Transient,83.94,0,1,Canceled,Douglas Lopez,tammy57@example.com,649-214-7541x406,4975417416885159321,2024-11-23
City Hotel,0,107,2017,December,49,6,2,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,13.0,179.0,0,Transient,57.73,0,2,Check-Out,Stephanie Thompson,davidhenson@example.net,(262)965-6603,4782197397742629910,2024-10-17
City Hotel,1,208,2017,February,9,29,2,5,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,Non Refund,33.0,179.0,0,Transient,77.6,0,0,Canceled,Aaron Johnson,longrobert@example.org,(404)888-0043x105,4908461115134988961,2026-02-21
Resort Hotel,0,0,2017,April,15,10,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,15.0,179.0,0,Transient,42.31,0,0,Check-Out,Michael Parker,hannah74@example.net,+1-370-369-1418,4700573526960,2026-01-24
City Hotel,0,57,2017,March,13,24,0,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,G,A,1,No Deposit,10.0,179.0,0,Transient,139.05,0,1,Check-Out,Gloria Dunlap,sharris@example.com,001-721-290-8125x34694,4156715951249181,2025-09-28
City Hotel,0,142,2017,November,46,15,0,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,105.53,0,1,Check-Out,Brian Nichols,youngallen@example.com,413.969.1538x687,4224015523709,2025-05-20
City Hotel,1,61,2017,June,25,21,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,29.0,179.0,0,Transient-Party,99.02,0,0,Canceled,Douglas Frye,hsanchez@example.com,(911)956-7395,30162219584648,2025-10-19
City Hotel,0,3,2017,April,15,9,2,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,179.0,0,Transient,168.53,0,0,Check-Out,Janet Flowers,andersoncourtney@example.com,712.523.1258x25568,2705948478855574,2025-07-23
City Hotel,1,147,2017,February,7,13,2,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,179.0,0,Transient,127.76,0,1,Canceled,Jamie Martin,beckermatthew@example.net,681-441-7220x3564,30441571923846,2024-05-20
Resort Hotel,1,262,2017,May,20,16,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1.0,179.0,0,Transient,105.35,0,0,Canceled,Jesse Allen,rebecca05@example.org,001-649-573-8631x5101,2224285321957519,2025-04-21
City Hotel,0,79,2017,February,8,20,0,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,29.0,179.0,0,Transient-Party,108.42,0,0,Check-Out,Connie Thomas,schmidtandrea@example.com,300-788-9257x85063,3594969942293806,2024-05-27
City Hotel,0,41,2017,December,49,7,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,132.23,0,0,Check-Out,Megan Carter,ian88@example.net,860.530.8733,4324316185676353251,2025-12-13
Resort Hotel,0,1,2017,November,47,22,1,2,2,0.0,0,HB,AUT,Direct,Corporate,1,0,1,E,F,1,No Deposit,14.0,179.0,75,Transient-Party,110.21,1,3,Check-Out,Daniel Miller,hmyers@example.com,750.781.4696,676328136608,2025-08-08
City Hotel,1,198,2017,May,20,11,1,2,2,0.0,0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,226.8,0,0,Canceled,Tammy Taylor,steventanner@example.org,208-314-6633x217,6510126984233125,2024-11-18
City Hotel,0,38,2017,April,15,8,0,3,2,0.0,0,HB,PRT,Undefined,Undefined,0,0,0,A,A,1,No Deposit,12.0,179.0,0,Transient,93.13,0,1,Check-Out,Angel Smith,sanchezkelly@example.org,719.527.8050,4095181943230,2025-01-17
Resort Hotel,0,2,2017,January,2,3,0,4,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,A,C,0,No Deposit,246.0,179.0,0,Transient,51.5,0,1,Canceled,Lisa Long,michelle82@example.net,665.767.1071x1393,4905744588100702,2025-03-09
City Hotel,0,102,2017,October,41,7,1,2,2,0.0,0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,32.0,179.0,0,Transient,60.93,0,1,Check-Out,Melissa Greene,pjohnson@example.com,001-917-247-9398x91876,30359657704544,2025-06-04
City Hotel,1,19,2017,June,24,14,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,197.06,0,1,No-Show,Brett Phillips,woodsbrianna@example.com,506-627-2764,4453297115948,2024-08-02
Resort Hotel,0,33,2017,December,51,20,2,3,1,0.0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,Non Refund,319.0,179.0,0,Transient,55.09,0,0,Check-Out,Charles Anderson,ascott@example.org,893.263.2314x55228,4053095034280436,2025-12-06
Resort Hotel,0,2,2017,June,25,20,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,244.0,179.0,0,Transient,61.7,0,1,Check-Out,Jason Weaver,rwilliams@example.net,685.497.4962,30097100798743,2024-05-13
City Hotel,0,56,2017,July,27,3,1,0,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,E,0,No Deposit,9.0,179.0,0,Transient,105.78,0,0,Check-Out,Susan Howard,brent71@example.net,+1-354-600-6866,6011663843246108,2025-01-06
Resort Hotel,1,42,2017,July,29,19,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,238.0,179.0,0,Transient,50.52,0,0,Canceled,Christopher Sullivan,erinperez@example.com,563.349.3895x85247,6011346644176795,2024-07-05
Resort Hotel,0,1,2017,March,11,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,251.0,179.0,0,Transient,212.94,0,0,Check-Out,Karen Mooney,urodriguez@example.com,001-288-913-9279x197,676218430095,2024-04-23
City Hotel,0,105,2017,May,19,10,0,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,121.63,0,0,Check-Out,Daniel Martinez,ian40@example.org,963-824-6879x731,6011462032845774,2025-10-03
City Hotel,0,0,2017,June,26,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,9.0,45.0,0,Transient,85.23,0,0,Check-Out,Andrew Lewis,rcastro@example.net,+1-825-511-9817,676103391642,2026-03-05
Resort Hotel,0,1,2017,June,23,9,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,L,B,0,No Deposit,17.0,179.0,0,Transient,85.46,0,0,Check-Out,Laurie Porter,briancox@example.org,6487444068,4251798810666021,2024-04-14
Resort Hotel,0,43,2017,November,48,29,0,3,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,378.0,179.0,0,Transient,82.33,0,1,Check-Out,Richard Nicholson,perezanthony@example.net,(757)230-5785x74275,342007791192653,2024-06-17
City Hotel,1,158,2017,March,13,27,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,11.0,179.0,0,Transient,120.23,0,0,No-Show,Chris Butler,brookelee@example.org,227.526.4548x4376,4841392534018037,2025-11-08
City Hotel,0,33,2017,January,2,1,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,9.0,179.0,0,Transient,107.3,0,1,Check-Out,Amber Ray,uwalsh@example.net,524.824.7971x559,4678602824369319839,2025-09-16
City Hotel,0,14,2017,June,26,27,0,2,1,0.0,0,BB,DEU,Offline TA/TO,GDS,0,0,0,A,D,0,No Deposit,74.0,179.0,0,Transient,119.29,0,0,Check-Out,Christine Montgomery,gomezdavid@example.org,206-974-4187x674,30493711525437,2026-03-24
City Hotel,1,1,2017,September,38,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,1,A,A,1,No Deposit,15.0,85.0,0,Transient-Party,103.53,0,1,Canceled,John Munoz Jr.,mark08@example.net,402.382.9689x885,4164747603029877,2024-11-11
City Hotel,1,177,2017,February,9,25,0,4,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,179.0,0,Transient-Party,165.8,0,0,Canceled,Catherine Perkins,zjohnson@example.com,4475569597,4324249506755119176,2025-10-12
City Hotel,0,323,2017,June,23,4,0,3,2,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1.0,179.0,0,Transient-Party,90.07,0,0,Check-Out,Brett Thomas,strongmichele@example.com,819.592.4280x03355,3581488991354075,2026-01-22
Resort Hotel,0,135,2017,November,46,14,1,3,2,0.0,0,BB,POL,Groups,Direct,0,0,0,A,A,0,Refundable,12.0,222.0,0,Transient-Party,85.12,0,0,Check-Out,Jamie Robbins,dreyes@example.org,(424)603-5163,3542458849089213,2025-07-09
Resort Hotel,0,281,2017,November,44,4,1,2,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,144.0,179.0,0,Transient-Party,43.98,0,0,Check-Out,Johnathan Palmer,cruzalejandro@example.org,(430)648-9134x07244,4221296593396939,2025-08-30
Resort Hotel,0,17,2017,June,24,16,1,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,303.0,179.0,0,Transient-Party,50.87,0,0,Check-Out,Wayne Parker,jennifer06@example.com,(777)550-4099x2794,372934274019421,2024-06-27
City Hotel,0,214,2017,April,17,27,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,179.0,0,Transient,110.18,0,2,Check-Out,Lauren Howell,kellychristopher@example.org,487-332-6253,3522656888385640,2024-12-04
City Hotel,1,117,2017,February,7,12,2,4,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,8.0,179.0,0,Transient,119.6,0,1,Canceled,Crystal Mitchell,andreahill@example.net,942.698.8038,4991364267540469,2025-01-27
City Hotel,0,38,2017,February,6,7,1,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,245.0,179.0,0,Transient,49.06,0,1,Check-Out,Monica Madden,hopkinsjessica@example.org,6865182594,6011190582812890,2025-01-26
Resort Hotel,0,0,2017,November,46,15,2,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,I,1,No Deposit,242.0,179.0,0,Transient,51.36,0,1,Check-Out,David Rivers,roliver@example.org,+1-700-252-6690x309,180090041266282,2025-03-05
City Hotel,0,13,2017,October,44,31,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,12.0,179.0,0,Transient,131.31,1,2,Check-Out,Julie Moon,manuelgarcia@example.org,387-844-6076,4776881371193706116,2025-07-24
City Hotel,0,23,2017,June,25,23,2,1,2,0.0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,167.77,0,0,Check-Out,Angela Rivera,michellehamilton@example.com,484-369-6459,4113240644531,2024-09-24
Resort Hotel,0,231,2017,March,10,11,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,303.0,179.0,0,Transient-Party,63.48,0,0,Check-Out,Nicholas Massey,eric41@example.org,(528)211-1683x44746,4376210707295,2025-11-02
City Hotel,1,392,2017,April,15,9,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,65.0,179.0,0,Transient,133.43,0,0,Canceled,Richard Wilson,sarahmiller@example.net,531-358-5565,6011462233665740,2025-01-29
City Hotel,1,13,2017,June,24,10,1,0,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,10.0,179.0,0,Transient,0.4,0,0,Canceled,Peter Gonzalez,taylorjessica@example.net,614-648-3350,4492805998451453,2024-09-26
City Hotel,1,388,2017,February,5,1,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64.0,179.0,0,Transient,103.77,0,0,Canceled,Susan Mora,morgancruz@example.net,+1-638-863-8476x49229,564672432825,2024-08-14
City Hotel,0,38,2017,June,25,17,2,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,77.07,0,2,Check-Out,Valerie Patterson,markfields@example.com,+1-592-451-0852x009,3573126291500530,2024-05-21
City Hotel,0,28,2017,July,30,28,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,165.0,179.0,0,Transient,88.67,0,0,Check-Out,Jeffrey Brown,amandaatkinson@example.net,001-553-896-8291,4217746857891,2024-10-20
Resort Hotel,0,1,2017,November,45,5,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,E,C,0,No Deposit,11.0,179.0,0,Transient,51.03,0,1,Check-Out,John Kemp,ifrench@example.com,001-880-998-7949x268,4635171444754,2025-08-02
City Hotel,1,42,2017,June,24,12,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,1.0,179.0,40,Transient,81.67,0,0,Canceled,Calvin Bowers,ajohnson@example.net,335-776-1755x045,6011727014850186,2024-12-03
City Hotel,0,39,2017,September,36,3,2,2,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,98.16,0,1,Check-Out,Brandon Graves,mark68@example.net,738-427-7542,36727119558118,2024-06-11
Resort Hotel,0,31,2017,November,45,9,1,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,179.0,0,Transient,45.05,1,0,Check-Out,Joshua Russell,scott93@example.org,001-980-938-1898x5928,4966091571594,2025-11-28
Resort Hotel,0,159,2017,December,50,12,0,1,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,1,Refundable,135.0,179.0,0,Transient-Party,52.2,0,1,Check-Out,Nathan Brown,travis96@example.com,610-795-5101,3527509890929480,2025-12-28
City Hotel,1,21,2017,November,44,1,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,138.0,179.0,0,Transient,85.56,0,1,Canceled,Benjamin Wilson,whitecrystal@example.net,435.888.0994,4941863073012,2025-04-21
Resort Hotel,0,16,2017,April,14,2,1,4,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,179.0,0,Transient,252.0,1,1,Check-Out,Joshua Ho,monica94@example.net,405-324-3425,4326462925988,2025-05-25
City Hotel,0,0,2017,January,3,18,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,15.0,179.0,0,Transient,2.92,0,0,Check-Out,Mark Woods,adampearson@example.net,281.325.8184,30322970660355,2024-10-18
Resort Hotel,0,40,2017,May,19,12,2,5,2,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,31.0,179.0,0,Transient,95.9,0,0,Check-Out,George Taylor,mark84@example.com,(980)887-6116,3580709288667049,2026-03-11
City Hotel,1,444,2017,May,22,27,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,179.0,0,Transient,61.94,0,0,Canceled,John Ryan,mossgary@example.org,(364)689-1266x21458,30033726743813,2025-05-18
City Hotel,1,274,2017,April,14,4,2,5,2,2.0,0,HB,CHE,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9.0,179.0,0,Transient,127.76,0,2,Canceled,Andrea Taylor,castillonancy@example.org,+1-453-325-8533x389,2720532849492134,2025-11-12
City Hotel,1,411,2017,March,10,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,2.0,179.0,0,Transient,84.84,0,0,Canceled,Kellie Mitchell,diana50@example.net,616.754.6029x31442,2272897667480558,2024-08-17
City Hotel,0,16,2017,February,7,11,0,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,177.83,0,1,Check-Out,Jennifer Buck,angelasmith@example.org,474.605.9520x351,3580903564832886,2025-10-18
Resort Hotel,0,86,2017,December,51,16,0,1,2,0.0,0,BB,SWE,Direct,Direct,0,0,0,D,D,1,No Deposit,11.0,179.0,0,Transient,110.05,1,0,Check-Out,Dustin Hernandez,romerosean@example.net,220.293.8317x036,3515617029193813,2024-12-31
Resort Hotel,0,0,2017,November,48,29,1,1,2,0.0,0,BB,PRT,Complementary,Direct,1,0,0,A,C,0,No Deposit,17.0,179.0,0,Transient,0.87,0,0,Check-Out,Alex Johnson,johnsoncharles@example.net,+1-323-532-3902x6298,3587487594591616,2025-11-08
City Hotel,1,200,2017,September,37,15,0,4,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,73.0,179.0,0,Transient-Party,62.34,0,1,Check-Out,Jody Rogers,nealkatelyn@example.com,+1-707-432-1446x70476,676106457465,2025-09-08
City Hotel,0,18,2017,June,23,1,2,5,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,9.0,179.0,0,Transient,141.73,0,0,Check-Out,Laura Medina,rodriguezbradley@example.com,459.223.9489,4532465449822157645,2025-03-02
City Hotel,0,89,2017,March,11,17,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,179.0,0,Transient-Party,90.54,0,0,Check-Out,Brittany Sanchez,romerodawn@example.com,606.767.4968,373303178601768,2025-05-04
City Hotel,0,1,2017,August,34,23,0,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,107.74,0,2,Check-Out,Christine Green,jonathan32@example.com,+1-928-759-6629x60013,3594676285628296,2026-02-03
City Hotel,1,284,2017,April,17,29,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,179.0,0,Transient-Party,115.92,0,0,Canceled,Matthew Shaw,fharrison@example.net,483-401-6383x8621,3557506706022495,2025-01-20
Resort Hotel,0,30,2017,April,17,22,1,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,3,No Deposit,244.0,179.0,0,Transient,249.66,0,3,Check-Out,Lonnie Martinez,hartkristen@example.org,001-555-867-5224x6759,4363503763458,2024-04-12
City Hotel,0,21,2017,November,45,6,1,1,1,0.0,0,SC,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,183.0,179.0,0,Transient,143.95,0,1,Check-Out,Vincent Reeves,smithjoseph@example.net,(259)881-5331x808,3526693507323377,2024-07-29
